id,theme,title,priority,effort,source_kind,source_repo,source_ref,source_url,status,action
CPB-0951,thinking-and-reasoning,"Follow up on ""新认证生成的auth文件，使用的时候提示：400 API key not valid."" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#13,https://github.com/router-for-me/CLIProxyAPI/issues/13,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0952,docs-quickstarts,"Create/refresh provider quickstart derived from ""500就一直卡死了"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#12,https://github.com/router-for-me/CLIProxyAPI/issues/12,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0953,responses-and-chat-compat,"Operationalize ""无法使用/v1/messages端口"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#11,https://github.com/router-for-me/CLIProxyAPI/issues/11,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0954,general-polish,"Convert ""可用正常接入new-api这种api站吗？"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#10,https://github.com/router-for-me/CLIProxyAPI/issues/10,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0955,responses-and-chat-compat,"Add DX polish around ""Unexpected API Response: The language model did not provide any assistant messages. This may indicate an issue with the API or the model's output."" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#9,https://github.com/router-for-me/CLIProxyAPI/issues/9,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0956,cli-ux-dx,"Expand docs and examples for ""cli有办法像别的gemini一样关闭安全审查吗？"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#7,https://github.com/router-for-me/CLIProxyAPI/issues/7,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0957,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""如果一个项目需要指定ID认证，则指定后一定也会失败"" so local config and runtime can be reloaded deterministically.",P1,S,issue,router-for-me/CLIProxyAPI,issue#6,https://github.com/router-for-me/CLIProxyAPI/issues/6,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0958,thinking-and-reasoning,"Refactor implementation behind ""指定project_id登录，无限跳转登陆页面"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#5,https://github.com/router-for-me/CLIProxyAPI/issues/5,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0959,thinking-and-reasoning,"Ensure rollout safety for ""Error walking auth directory"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#4,https://github.com/router-for-me/CLIProxyAPI/issues/4,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0960,oauth-and-authentication,"Standardize metadata and naming conventions touched by ""Login error.win11"" across both repos.",P1,S,issue,router-for-me/CLIProxyAPI,issue#3,https://github.com/router-for-me/CLIProxyAPI/issues/3,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0961,responses-and-chat-compat,"Follow up on ""偶尔会弹出无效API key提示，“400 API key not valid. Please pass a valid API key.”"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#2,https://github.com/router-for-me/CLIProxyAPI/issues/2,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0962,docs-quickstarts,"Harden ""Normalize Codex schema handling"" with clearer validation, safer defaults, and defensive fallbacks.",P3,M,pr,router-for-me/CLIProxyAPIPlus,pr#259,https://github.com/router-for-me/CLIProxyAPIPlus/pull/259,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0963,provider-model-registry,"Operationalize ""fix: add default copilot claude model aliases for oauth routing"" with observability, alerting thresholds, and runbook updates.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#256,https://github.com/router-for-me/CLIProxyAPIPlus/pull/256,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0964,thinking-and-reasoning,"Convert ""feat(registry): add GPT-4o model variants for GitHub Copilot"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#255,https://github.com/router-for-me/CLIProxyAPIPlus/pull/255,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0965,thinking-and-reasoning,"Add DX polish around ""fix(kiro): stop duplicated thinking on OpenAI and preserve Claude multi-turn thinking"" through improved command ergonomics and faster feedback loops.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#252,https://github.com/router-for-me/CLIProxyAPIPlus/pull/252,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0966,integration-api-bindings,"Define non-subprocess integration path related to ""feat(registry): add Gemini 3.1 Pro to GitHub Copilot provider"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#250,https://github.com/router-for-me/CLIProxyAPIPlus/pull/250,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0967,general-polish,"Add QA scenarios for ""v6.8.22"" including stream/non-stream parity and edge-case payloads.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#249,https://github.com/router-for-me/CLIProxyAPIPlus/pull/249,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0968,general-polish,"Refactor implementation behind ""v6.8.21"" to reduce complexity and isolate transformation boundaries.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#248,https://github.com/router-for-me/CLIProxyAPIPlus/pull/248,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0969,docs-quickstarts,"Create/refresh provider quickstart derived from ""fix(cline): add grantType to token refresh and extension headers"" including setup, auth, model select, and sanity-check commands.",P3,M,pr,router-for-me/CLIProxyAPIPlus,pr#247,https://github.com/router-for-me/CLIProxyAPIPlus/pull/247,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0970,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""feat: add Claude Sonnet 4.6 model support for Kiro provider"" across both repos.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#244,https://github.com/router-for-me/CLIProxyAPIPlus/pull/244,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0971,thinking-and-reasoning,"Follow up on ""feat(registry): add Claude Sonnet 4.6 model definitions"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#243,https://github.com/router-for-me/CLIProxyAPIPlus/pull/243,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0972,thinking-and-reasoning,"Harden ""Improve Copilot provider based on ericc-ch/copilot-api comparison"" with clearer validation, safer defaults, and defensive fallbacks.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#242,https://github.com/router-for-me/CLIProxyAPIPlus/pull/242,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0973,provider-model-registry,"Operationalize ""feat(registry): add Sonnet 4.6 to GitHub Copilot provider"" with observability, alerting thresholds, and runbook updates.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#240,https://github.com/router-for-me/CLIProxyAPIPlus/pull/240,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0974,provider-model-registry,"Convert ""feat(registry): add GPT-5.3 Codex to GitHub Copilot provider"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#239,https://github.com/router-for-me/CLIProxyAPIPlus/pull/239,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0975,provider-model-registry,"Add DX polish around ""Fix Copilot 0x model incorrectly consuming premium requests"" through improved command ergonomics and faster feedback loops.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#238,https://github.com/router-for-me/CLIProxyAPIPlus/pull/238,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0976,general-polish,"Expand docs and examples for ""v6.8.18"" with copy-paste quickstart and troubleshooting section.",P2,M,pr,router-for-me/CLIProxyAPIPlus,pr#237,https://github.com/router-for-me/CLIProxyAPIPlus/pull/237,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0977,thinking-and-reasoning,"Add QA scenarios for ""fix: add proxy_ prefix handling for tool_reference content blocks"" including stream/non-stream parity and edge-case payloads.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#236,https://github.com/router-for-me/CLIProxyAPIPlus/pull/236,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0978,thinking-and-reasoning,"Refactor implementation behind ""fix(codex): handle function_call_arguments streaming for both spark and non-spark models"" to reduce complexity and isolate transformation boundaries.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#235,https://github.com/router-for-me/CLIProxyAPIPlus/pull/235,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0979,responses-and-chat-compat,"Ensure rollout safety for ""Add Kilo Code provider with dynamic model fetching"" via feature flags, staged defaults, and migration notes.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#234,https://github.com/router-for-me/CLIProxyAPIPlus/pull/234,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0980,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""Fix Copilot codex model Responses API translation for Claude Code"" across both repos.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#233,https://github.com/router-for-me/CLIProxyAPIPlus/pull/233,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0981,thinking-and-reasoning,"Follow up on ""feat(models): add Thinking support to GitHub Copilot models"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,M,pr,router-for-me/CLIProxyAPIPlus,pr#231,https://github.com/router-for-me/CLIProxyAPIPlus/pull/231,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
